stdDate,stdHour,routeNo,routeName,conzoneId,conzoneName,vdsId,trafficAmout,speed,shareRatio,timeAvg,grade,updownTypeCode
20251120,1629,0100,남해선(순천-부산),0100CZE290,대저JC-덕천IC,0100VDE13701,5,21,5,472,3,E
20251120,1629,0150,서해안선,0150CZE305,팔탄JC-비봉IC,0150VDE27400,56,20,32,137,3,E
20251120,1629,0150,서해안선,0150CZE380,일직JC-금천IC,0150VDE29410,25,17,45,134,3,E
20251120,1629,0153,평택시흥선,0153CZE020,조암IC-마도JC,0153VDE00090,27,19,39,226,3,E
20251120,1629,0153,평택시흥선,0153CZE020,조암IC-마도JC,0153VDE00100,36,38,29,150,3,E
20251120,1629,0153,평택시흥선,0153CZE020,조암IC-마도JC,0153VDE00130,29,19,48,179,3,E
20251120,1629,0153,평택시흥선,0153CZE020,조암IC-마도JC,0153VDE00140,23,20,33,170,3,E
20251120,1629,0153,평택시흥선,0153CZE020,조암IC-마도JC,0153VDE00150,41,32,3,137,3,E
20251120,1629,0153,평택시흥선,0153CZE025,마도JC-송산마도IC,0153VDE00160,24,11,9,234,3,E
20251120,1629,0153,평택시흥선,0153CZE025,마도JC-송산마도IC,0153VDE00170,42,38,27,92,3,E
20251120,1629,0153,평택시흥선,0153CZE025,마도JC-송산마도IC,0153VDE00180,28,22,8,218,3,E
20251120,1629,0153,평택시흥선,0153CZE030,송산마도IC-남안산JC,0153VDE00220,40,30,3,143,3,E
20251120,1629,0153,평택시흥선,0153CZE030,송산마도IC-남안산JC,0153VDE00230,48,29,3,93,3,E
20251120,1629,0170,평택화성선,0170CZE040,북평택TG-향남IC,0170VDE00007,43,26,30,148,3,E
20251120,1629,0170,평택화성선,0170CZE040,북평택TG-향남IC,0170VDE00010,55,21,30,169,3,E
20251120,1629,0170,평택화성선,0170CZE040,북평택TG-향남IC,0170VDE00011,55,21,30,169,3,E
20251120,1629,0170,평택화성선,0170CZE040,북평택TG-향남IC,0170VDE00012,40,30,21,111,3,E
20251120,1629,0170,평택화성선,0170CZE040,북평택TG-향남IC,0170VDE00013,64,36,20,129,3,E
20251120,1629,0170,평택화성선,0170CZE050,향남IC-서오산JC,0170VDE00014,58,29,22,90,3,E
20251120,1629,0170,평택화성선,0170CZE050,향남IC-서오산JC,0170VDE00015,47,36,21,98,3,E
20251120,1629,0170,평택화성선,0170CZE050,향남IC-서오산JC,0170VDE00016,61,32,30,115,3,E
20251120,1629,0170,평택화성선,0170CZE110,봉담IC-금곡IC,0170VDE00080,19,6,42,437,3,E
20251120,1629,0170,평택화성선,0170CZE110,봉담IC-금곡IC,0170VDE00090,22,9,34,363,3,E
20251120,1629,0170,평택화성선,0170CZE110,봉담IC-금곡IC,0170VDE00100,24,11,43,473,3,E
20251120,1629,0170,평택화성선,0170CZE120,금곡IC-동안산IC,0170VDE00110,29,14,47,145,3,E
20251120,1629,0170,평택화성선,0170CZE120,금곡IC-동안산IC,0170VDE00120,26,11,41,355,3,E
20251120,1629,0170,평택화성선,0170CZE130,동안산IC-남군포IC,0170VDE00130,28,14,51,150,3,E
20251120,1629,0172,서울문산선,0172CZS040,사리현IC-고양JC,0172VDS00900,73,38,0,104,3,S
20251120,1629,0252,논산천안선,0252CZS040,남공주IC-탄천IC,0252VDS18570,19,40,13,70,2,S
20251120,1629,0252,논산천안선,0252CZS040,남공주IC-탄천IC,0252VDS18580,14,28,21,100,3,S
20251120,1629,0252,논산천안선,0252CZS040,남공주IC-탄천IC,0252VDS18590,19,8,95,380,3,S
20251120,1629,0252,논산천안선,0252CZS040,남공주IC-탄천IC,0252VDS18600,29,8,98,759,3,S
20251120,1629,0252,논산천안선,0252CZS070,정안IC-북공주JC,0252VDS18760,40,30,33,89,3,S
20251120,1629,0252,논산천안선,0252CZS070,정안IC-북공주JC,0252VDS18780,26,12,71,351,3,S
20251120,1629,0252,논산천안선,0252CZS080,남풍세IC-정안IC,0252VDS18980,28,37,27,43,3,S
20251120,1629,0352,중부선,0352CZE345,삼성Hi-일죽IC,0352VDE05700,33,23,26,169,3,E
20251120,1629,0352,중부선,0352CZE345,삼성Hi-일죽IC,0352VDE05800,33,23,26,115,3,E
20251120,1629,0352,중부선,0352CZE345,삼성Hi-일죽IC,0352VDE05850,40,29,11,60,3,E
20251120,1629,0352,중부선,0352CZE345,삼성Hi-일죽IC,0352VDE05900,35,29,6,105,3,E
20251120,1629,0352,중부선,0352CZE345,삼성Hi-일죽IC,0352VDE06000,35,29,6,92,3,E
20251120,1629,0352,중부선,0352CZS383,곤지암IC-곤지암JC,0352VDS07900,18,24,4,185,3,S
20251120,1629,0352,중부선,0352CZS383,곤지암IC-곤지암JC,0352VDS08000,18,24,4,230,3,S
20251120,1629,0500,영동선,0500CZS020,군자JC-월곶JC,0500VDS00500,31,22,10,472,3,S
20251120,1629,0500,영동선,0500CZS060,둔대JC-안산JC,0500VDS01600,52,28,0,87,3,S
20251120,1629,0500,영동선,0500CZS060,둔대JC-안산JC,0500VDS01651,52,28,0,81,3,S
20251120,1629,0500,영동선,0500CZS110,신갈JC-동수원IC,0500VDS03200,30,14,17,260,3,S
20251120,1629,0500,영동선,0500CZS150,덕평IC-양지IC,0500VDS05300,74,31,42,102,3,S
20251120,1629,0500,영동선,0500CZS150,덕평IC-양지IC,0500VDS05350,74,31,42,131,3,S
20251120,1629,0550,중앙선,0550CZS020,초정IC-대저JC,0550VDS00100,47,35,29,94,3,S
20251120,1629,0550,중앙선,0550CZS020,초정IC-대저JC,0550VDS00170,47,35,29,43,3,S
20251120,1629,0550,중앙선,0550CZS030,대동IC-초정IC,0550VDS00200,44,32,5,77,3,S
20251120,1629,0550,중앙선,0550CZS030,대동IC-초정IC,0550VDS00310,44,32,5,183,3,S
20251120,1629,0552,대구부산선,0552CZE070,삼랑진IC-남밀양IC,0552VDE01050,24,12,45,277,3,E
20251120,1629,0552,대구부산선,0552CZE070,삼랑진IC-남밀양IC,0552VDE01060,24,12,45,214,3,E
20251120,1629,0552,대구부산선,0552CZE070,삼랑진IC-남밀양IC,0552VDE01080,40,40,19,87,2,E
20251120,1629,0552,대구부산선,0552CZE070,삼랑진IC-남밀양IC,0552VDE01090,19,11,53,296,3,E
20251120,1629,0552,대구부산선,0552CZE070,삼랑진IC-남밀양IC,0552VDE01100,21,30,13,119,3,E
20251120,1629,0552,대구부산선,0552CZE080,남밀양IC-밀양IC,0552VDE01130,18,20,17,153,3,E
20251120,1629,0552,대구부산선,0552CZS070,남밀양IC-삼랑진IC,0552VDS01110,26,10,38,330,3,S
20251120,1629,0552,대구부산선,0552CZS070,남밀양IC-삼랑진IC,0552VDS01120,17,8,36,271,3,S
20251120,1629,0552,대구부산선,0552CZS080,밀양IC-남밀양IC,0552VDS01130,24,12,34,251,3,S
20251120,1629,1000,수도권제1순환선,1000CZE010,판교JC-성남IC,1000VDE00300,81,36,2,94,3,E
20251120,1629,1000,수도권제1순환선,1000CZE010,판교JC-성남IC,1000VDE00400,81,36,2,115,3,E
20251120,1629,1000,수도권제1순환선,1000CZE040,송파IC-서하남IC,1000VDE01500,122,39,27,63,3,E
20251120,1629,1000,수도권제1순환선,1000CZE040,송파IC-서하남IC,1000VDE01600,122,39,27,91,3,E
20251120,1629,1000,수도권제1순환선,1000CZE080,강일IC-토평IC,1000VDE02700,56,27,28,130,3,E
20251120,1629,1000,수도권제1순환선,1000CZE150,별내IC-의정부IC,1000VDE03604,86,36,20,47,3,E
20251120,1629,1000,수도권제1순환선,1000CZE250,노오지JC-계양IC,1000VDE04300,72,33,6,86,3,E
20251120,1629,1000,수도권제1순환선,1000CZE250,노오지JC-계양IC,1000VDE04330,72,33,6,26,3,E
20251120,1629,1000,수도권제1순환선,1000CZE250,노오지JC-계양IC,1000VDE04400,45,16,36,213,3,E
20251120,1629,1000,수도권제1순환선,1000CZE250,노오지JC-계양IC,1000VDE04500,45,16,36,227,3,E
20251120,1629,1000,수도권제1순환선,1000CZE350,조남JC-산본IC,1000VDE06300,83,37,21,52,3,E
20251120,1629,1000,수도권제1순환선,1000CZE350,조남JC-산본IC,1000VDE06361,83,37,21,96,3,E
20251120,1629,1000,수도권제1순환선,1000CZE350,조남JC-산본IC,1000VDE06362,83,37,21,72,3,E
20251120,1629,1000,수도권제1순환선,1000CZE390,청계TG-판교JC,1000VDE07100,63,30,10,156,3,E
20251120,1629,1000,수도권제1순환선,1000CZE390,청계TG-판교JC,1000VDE07200,63,30,10,156,3,E
20251120,1629,1000,수도권제1순환선,1000CZS010,성남IC-판교JC,1000VDS00100,79,18,3,161,3,S
20251120,1629,1000,수도권제1순환선,1000CZS010,성남IC-판교JC,1000VDS00200,79,18,3,224,3,S
20251120,1629,1000,수도권제1순환선,1000CZS010,성남IC-판교JC,1000VDS00290,95,26,33,61,3,S
20251120,1629,1000,수도권제1순환선,1000CZS010,성남IC-판교JC,1000VDS00300,82,25,2,73,3,S
20251120,1629,1000,수도권제1순환선,1000CZS010,성남IC-판교JC,1000VDS00400,82,25,2,163,3,S
20251120,1629,1000,수도권제1순환선,1000CZS020,성남TG-성남IC,1000VDS00500,36,10,5,81,3,S
20251120,1629,1000,수도권제1순환선,1000CZS055,하남JC-서하남JC,1000VDS01851,48,35,21,25,3,S
20251120,1629,1000,수도권제1순환선,1000CZS055,하남JC-서하남JC,1000VDS01852,48,35,21,50,3,S
20251120,1629,1000,수도권제1순환선,1000CZS055,하남JC-서하남JC,1000VDS01900,48,35,21,81,3,S
20251120,1629,1000,수도권제1순환선,1000CZS170,양주TG-송추IC,1000VDS03644,74,32,25,99,3,S
20251120,1629,1000,수도권제1순환선,1000CZS170,양주TG-송추IC,1000VDS03646,55,35,14,72,3,S
20251120,1629,1000,수도권제1순환선,1000CZS300,시흥IC-장수IC,1000VDS05070,89,31,4,45,3,S
20251120,1629,1000,수도권제1순환선,1000CZS300,시흥IC-장수IC,1000VDS05100,55,24,23,240,3,S
